LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,LOC_TOTAL,Defective
11,5,8,8,3,4,2,3,18,1,16,54.41,6.07,2001.52,66,111.2,330,2,4,17,31,35,23,9,39,17,1
14,25,9,46,13,22,2.09,8,57,7,81,103.01,20.42,42973.95,321,2387.44,2104.02,12,23,46,142,179,73,21,119,83,0
2,20,1,28,11,12,2.33,2,38,11,24,20.28,39,30842.25,144,1713.46,790.83,8,14,29,57,87,19,26,28,24,0
3,51,9,96,26,46,2.09,16,108,22,82,80.57,35.41,101041.69,444,5613.43,2853.26,25,48,84,194,250,63,23,86,82,0
0,5,6,6,3,2,3,2,15,3,23,48.96,17.75,15426.54,149,857.03,869.1,2,3,14,71,78,38,19,25,24,1
1,5,1,8,3,4,2,2,10,3,8,11.85,10.21,1236.07,28,68.67,121.01,2,4,9,11,17,7,13,10,8,0
0,3,0,4,2,2,2,1,5,1,4,11.82,8.8,915.2,26,50.84,104,1,2,5,8,18,5,11,5,4,0
16,13,3,24,7,12,2,4,29,1,41,59.59,22.8,30993.01,232,1721.83,1359.05,6,12,24,110,122,41,17,68,41,0
4,25,1,48,13,24,2,13,71,1,30,63.69,18.78,22456.97,213,1247.61,1195.93,12,24,60,104,109,36,13,35,30,0
2,3,2,4,2,2,2,1,7,1,8,13.69,16.61,3777.88,51,209.88,227.43,1,2,7,23,28,9,13,25,13,0
8,5,6,8,3,4,2,2,15,1,19,37.78,6.11,1408.93,51,78.27,230.7,2,4,14,19,32,14,9,29,19,0
3,19,7,36,10,18,2,10,47,5,30,43.84,22.75,22691.4,171,1260.63,997.42,9,18,39,78,93,36,21,34,30,0
4,9,7,16,5,8,2,5,28,3,25,41.51,11.69,5674.38,90,315.24,485.31,4,8,25,38,52,26,16,37,28,0
2,9,0,16,5,8,2,1,17,1,2,39.02,5.33,1109.78,46,61.65,208.08,4,8,14,20,26,15,8,10,7,0
1,5,2,6,3,2,3,2,9,3,14,22.59,10,2259.46,47,125.53,225.95,2,3,8,20,27,14,14,16,14,0
7,3,4,4,2,2,2,2,10,1,12,29.33,4.5,594,33,33,132,1,2,10,15,18,10,6,24,13,0
1,3,1,4,2,2,2,2,7,1,10,38.09,6.5,1609.32,54,89.41,247.59,1,2,7,26,28,16,8,12,10,0
13,17,7,32,9,12,2.67,5,47,8,39,64.34,23.87,36663.65,256,2036.87,1536,10,16,40,122,134,46,18,71,40,0
19,7,2,12,4,6,2,3,16,1,20,34.63,21.2,15568.03,127,864.89,734.23,3,6,14,59,68,32,23,44,24,0
0,3,2,4,2,2,2,2,6,1,6,14.51,4.2,255.97,17,14.22,60.94,1,2,6,6,11,5,7,7,6,0
39,20,1,4,18,2,2,2,41,1,149,90.99,45.11,185151.92,580,10286.22,4104.55,1,2,25,268,312,101,34,190,150,0
1,84,0,140,47,68,2.06,1,153,5,62,51.11,52.22,139356.3,450,7742.02,2668.83,36,70,108,161,289,37,24,65,63,0
0,5,2,8,3,4,2,1,11,1,12,36.25,6.35,1463.22,49,81.29,230.32,2,4,10,24,25,17,9,13,12,0
32,24,3,14,19,6,2.33,18,58,1,80,44.9,40.53,73764.28,294,4098.02,1819.81,4,7,41,123,171,44,29,122,81,0
10,51,2,100,26,50,2,3,148,1,42,189.65,36.5,252667.13,1031,14037.06,6922.39,25,50,124,438,593,90,15,60,48,1
18,235,7,388,118,154,2.52,43,507,27,627,362.37,83.27,2512696.67,3680,139594.26,30174.79,117,194,391,1792,1888,269,25,678,627,0
5,3,1,4,2,2,2,1,7,1,6,11.99,6.67,533.03,21,29.61,79.95,1,2,7,10,11,6,8,22,6,0
1,7,1,12,4,6,2,2,15,3,17,18.31,14.77,3996.21,59,222.01,270.51,3,6,13,25,34,11,13,20,18,0
3,3,1,4,2,2,2,2,6,1,14,29.69,7.44,1642.27,45,91.24,220.81,1,2,6,17,28,16,14,20,15,0
4,9,5,16,5,8,2,5,20,1,20,57.48,8,3678.64,87,204.37,459.83,4,8,17,36,51,27,12,27,20,0
35,32,11,36,21,16,2.25,15,74,4,93,55.18,32,56505.09,272,3139.17,1765.78,10,18,55,116,156,58,32,132,94,1
1,7,0,12,4,6,2,1,13,3,14,11.58,21.25,5230.14,53,290.56,246.12,3,6,11,20,33,8,17,16,14,0
4,5,1,8,3,4,2,1,9,3,12,18.86,7.33,1014.21,32,56.35,138.3,2,4,8,12,20,9,11,21,12,0
1,7,0,10,4,4,2.5,1,11,3,8,12.44,13.22,2175.26,35,120.85,164.52,3,5,9,14,21,9,17,12,10,0
5,9,2,16,5,8,2,4,17,1,19,20.51,12.8,3360.93,53,186.72,262.57,4,8,14,24,29,15,16,45,20,0
17,11,0,20,6,10,2,1,22,1,26,25.81,30.07,23331.58,143,1296.2,775.96,5,10,18,63,80,22,21,69,31,1
15,15,2,22,8,8,2.75,3,24,5,24,29.28,26.67,20818.63,143,1156.59,780.7,7,11,18,64,79,24,20,54,26,0
10,7,4,12,4,6,2,4,16,1,23,24.52,16.53,6697.28,79,372.07,405.21,3,6,14,35,44,18,17,38,23,1
11,7,3,12,4,6,2,2,20,1,27,49.99,17.26,14890.23,160,827.24,862.77,3,6,18,77,83,29,13,42,28,0
62,71,14,140,36,70,2,17,183,1,102,83.06,87.53,636348.83,1070,35352.71,7270.02,35,70,149,495,575,82,29,239,144,0
3,3,0,4,2,2,2,1,6,1,4,12.44,9,1008,28,56,112,1,2,6,14,14,7,9,8,4,0
