LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
4,13,2,7,0.19,7,1,37,1,36,25.36,30.47,23549.34,156,1308.3,772.85,0,32,0.16,74,82,17,14,44,7.69,36,0
60,3,8,2,0.06,2,1,14,1,23,47.21,17.87,15085.27,162,838.07,843.93,1,14,0.02,66,96,24,13,126,64.62,31,0
1,3,1,2,0.4,2,1,7,1,5,11.52,5.6,361.36,18,20.08,64.53,0,7,0.29,8,10,5,7,7,0,5,0
1,15,4,8,0.42,8,1,27,8,19,22.78,18,7380,82,410,410,0,21,0.36,36,46,16,16,22,5,19,0
8,5,2,3,0.07,2,0.67,14,1,40,29,28.53,23605.34,174,1311.41,827.35,2,13,0.05,83,91,16,11,59,16.67,43,1
9,5,1,3,0.21,2,0.67,11,1,13,18.43,15,4147.27,62,230.4,276.48,2,10,0.1,25,37,10,12,29,27.78,14,0
2,1,1,1,0.25,1,1,2,1,4,8.54,4.67,186.03,12,10.33,39.86,0,3,0.13,4,8,3,7,8,0,4,0
3,11,1,6,0.21,4,0.67,25,1,26,30.3,37.24,42015.91,215,2334.22,1128.3,5,21,0.16,92,123,21,17,38,21.21,28,0
3,3,0,2,0.29,1,0.5,6,1,7,12.33,7.2,639.44,24,35.52,88.81,1,6,0.17,9,15,5,8,12,0,7,0
0,15,0,8,1,1,0.13,29,8,0,0,0,0,0,0,0,0,23,0.32,0,0,0,0,25,0,0,0
6,3,1,2,0.12,1,0.5,7,1,16,23.3,10.39,2514.4,56,139.69,242.03,1,7,0.08,17,39,9,11,26,11.11,17,1
17,12,1,8,0.15,5,0.63,24,1,35,18.87,122.91,285104.16,442,15839.12,2319.58,3,18,0.1,199,243,17,21,80,40.68,54,0
9,15,1,8,0.14,1,0.13,33,1,41,28.48,37.78,40642.28,205,2257.9,1075.83,7,27,0.11,68,137,18,20,70,30.51,56,1
11,1,3,1,0.1,1,1,5,1,9,49.83,3.94,772.6,44,42.92,196.21,0,6,0.03,21,23,16,6,38,64,10,0
18,15,5,8,0.14,4,0.5,33,1,51,28.26,46.75,61762.26,245,3431.24,1321.12,7,27,0.09,85,160,20,22,89,26.09,58,1
1,1,2,1,0.2,1,1,3,1,5,16.65,4.67,362.64,21,20.15,77.71,0,4,0.14,8,13,6,7,7,0,5,0
10,1,1,1,0.13,1,1,8,1,8,48.13,6.3,1910.42,68,106.13,303.24,0,9,0.02,27,41,15,7,41,72.41,8,0
7,5,1,3,0.13,3,1,12,1,22,22.3,13.8,4246.27,69,235.9,307.7,2,11,0.08,23,46,10,12,37,15.38,23,1
1,7,3,4,0.5,3,0.75,16,1,8,21.13,9.29,1821.84,48,101.21,196.2,0,14,0.27,13,35,7,10,15,0,8,0
11,23,2,12,0.18,3,0.25,41,11,64,38.24,23.68,21440.49,169,1191.14,905.43,11,31,0.12,74,95,25,16,97,24.71,65,0
7,5,4,3,0.14,3,1,14,1,21,37.4,17.11,10951.11,128,608.4,640,2,13,0.07,44,84,18,14,42,34.38,22,0
1,13,3,7,0.35,4,0.57,27,1,20,22.92,21.71,10799.55,97,599.98,497.54,0,22,0.3,41,56,17,18,23,4.76,20,0
1,5,0,3,0.3,1,0.33,8,3,10,12.94,11.38,1673.96,33,93,147.16,2,7,0.23,13,20,8,14,13,0,10,0
0,5,0,3,1,1,0.33,10,1,0,0,0,0,0,0,0,0,9,0.33,0,0,0,0,9,0,0,0
0,1,1,1,0.5,1,1,2,1,2,7.74,1.5,17.41,5,0.97,11.61,0,3,0.25,2,3,2,3,4,0,2,0
1,7,1,4,0.5,3,0.75,16,1,8,14.27,14.3,2917.2,51,162.07,204,0,14,0.27,13,38,5,11,15,0,8,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
10,1,0,1,0.08,1,1,1,1,12,15.5,9.33,1350.34,38,75.02,144.68,0,2,0.03,14,24,6,8,33,45.45,12,0
3,1,1,1,0.25,1,1,2,1,4,10.63,3.75,149.49,12,8.3,39.86,0,3,0.02,5,7,4,6,55,92,4,0
2,5,3,3,0.3,3,1,11,1,10,33.36,3.5,408.65,28,22.7,116.76,2,10,0.18,11,17,11,7,17,23.08,10,0
9,17,1,9,0.15,2,0.22,36,4,54,36.36,38.32,53395.15,241,2966.4,1393.31,8,29,0.12,99,142,31,24,76,16.92,59,1
3,3,0,2,0.25,1,0.5,6,1,6,10.38,9.9,1017.71,27,56.54,102.8,1,6,0.15,11,16,5,9,13,25,8,1
2,1,2,1,0.17,1,1,3,1,2,16.78,6.29,663.06,27,36.84,105.49,0,4,0.1,11,16,7,8,10,66.67,6,0
0,1,0,1,0.5,1,1,1,1,2,8,3,72,8,4,24,0,2,0.2,2,6,2,6,5,33.33,2,0
0,3,0,2,0.4,1,0.5,6,1,5,13.47,15,3030.7,46,168.37,202.05,0,6,0.29,15,31,7,14,7,0,5,0
25,7,7,4,0.11,3,0.75,23,1,31,32.79,29.64,28803.52,178,1600.2,971.78,3,21,0.05,78,100,25,19,76,36.73,36,0
18,15,12,8,0.11,4,0.5,43,3,60,57.8,36.88,78609.33,358,4367.19,2131.6,7,37,0.08,144,214,41,21,99,24.05,70,1
0,3,3,2,1,1,0.5,11,1,0,0,0,0,0,0,0,0,11,0.02,0,0,0,0,84,0,0,0
13,19,2,10,0.2,4,0.4,38,1,48,37.58,27.77,28975.86,190,1609.77,1043.45,9,30,0.13,76,114,26,19,79,25,51,0
13,9,0,5,0.23,1,0.2,18,5,20,11.26,42.25,20101.19,112,1116.73,475.77,4,15,0.12,39,73,6,13,42,25.93,22,0
1,1,6,1,0.13,1,1,7,1,8,34.88,2,139.52,21,7.75,69.76,0,8,0.09,6,15,6,4,11,0,8,0
8,15,3,8,0.4,4,0.5,26,5,18,18.74,26,12669.33,95,703.85,487.28,8,20,0.2,39,56,15,20,41,18.18,20,0
1,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.23,9,25,6,10,13,0,6,0
1,1,0,1,0.5,1,1,1,1,1,7.75,2,31.02,6,1.72,15.51,0,2,0.2,2,4,2,4,5,50,2,0
11,1,0,1,0.2,1,1,1,1,4,8.64,4.17,150,12,8.33,36,0,2,0.03,5,7,3,5,36,83.33,5,0
1,9,2,5,0.5,4,0.8,21,1,10,17.05,15.58,4140.26,65,230.01,265.69,0,18,0.29,17,48,6,11,17,0,10,0
17,5,4,3,0.05,2,0.67,13,1,62,76.19,36.75,102930.76,451,5718.38,2800.46,2,12,0.03,163,288,51,23,111,32.61,64,0
3,15,8,8,0.4,6,0.75,36,5,20,44.13,16.55,12089.65,133,671.65,730.42,0,30,0.15,60,73,29,16,55,0,20,0
2,7,3,4,0.5,3,0.75,16,1,8,20,10.21,2087.05,49,115.95,204.33,0,14,0.25,13,36,7,11,16,0,8,0
75,1,3,1,0.14,1,1,4,1,3,33.3,2,133.22,18,7.4,66.61,0,5,0,9,9,9,4,624,93.02,7,0
2,3,0,2,0.29,1,0.5,6,1,7,12.33,7.2,639.44,24,35.52,88.81,1,6,0.18,9,15,5,8,11,0,7,0
8,1,4,1,0.11,1,1,5,1,6,25.65,3.21,265.03,23,14.72,82.45,0,6,0.05,9,14,7,5,19,33.33,9,0
16,11,0,6,0.2,1,0.17,22,1,27,23.05,32.11,23756.49,140,1319.81,739.96,5,18,0.08,61,79,19,20,71,49.06,30,0
4,7,2,4,0.15,2,0.5,15,1,23,12.12,25.67,7986.92,72,443.72,311.18,3,13,0.12,22,50,6,14,34,17.86,26,1
0,3,0,2,1,1,0.5,6,1,0,9.51,4,152.16,12,8.45,38.04,0,6,2,4,8,3,6,1,0,0,0
7,1,3,1,0.17,1,1,4,1,6,19.93,3,179.38,18,9.97,59.79,0,5,0.06,6,12,5,5,18,33.33,6,0
1,13,4,7,0.5,6,0.86,21,7,14,18.23,16.1,4724.35,64,262.46,293.44,6,16,0.39,23,41,10,14,18,6.67,14,0
24,1,1,1,0.05,1,1,2,1,19,25.43,22,12305.75,119,683.65,559.35,0,3,0.01,44,75,13,13,88,55.81,19,0
2,5,2,3,0.33,2,0.67,10,1,9,12.8,5.6,401.52,20,22.31,71.7,1,9,0.23,8,12,5,7,13,0,9,0
4,3,1,2,0.25,2,1,6,1,8,16.23,4.57,339.34,19,18.85,74.23,1,6,0.14,8,11,7,8,14,0,8,0
4,8,0,7,0.41,1,0.14,15,1,10,11.6,31.21,11297.51,77,627.64,361.93,0,10,0.3,23,54,7,19,23,41.18,17,0
3,1,1,1,0.33,1,1,2,1,3,8.15,3.5,99.85,9,5.55,28.53,0,3,0.13,2,7,2,7,8,0,3,0
11,29,3,15,0.19,9,0.6,61,10,51,32.25,50.79,83227.41,295,4623.75,1638.6,14,48,0.15,106,189,24,23,102,42.7,78,1
0,1,1,1,0.2,1,1,2,1,5,15.86,3.5,194.27,15,10.79,55.51,0,3,0.14,6,9,6,7,7,0,5,0
5,3,3,2,0.17,2,1,9,1,12,18.02,14.62,3854.26,60,214.13,263.54,1,9,0.1,18,42,8,13,21,14.29,12,0
1,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.23,9,25,6,10,13,0,6,0
16,3,5,2,0.13,1,0.5,12,1,15,35.9,9.47,3221.11,70,178.95,340.06,1,12,0.05,31,39,18,11,40,31.82,15,0
2,7,1,4,0.67,2,0.5,14,4,6,8.02,18.2,2656.24,35,147.57,145.95,0,12,0.4,14,21,5,13,10,0,6,0
19,15,3,8,0.12,2,0.25,36,4,63,25.84,48.3,60280.38,230,3348.91,1248.04,7,30,0.06,84,146,20,23,125,39.42,65,0
11,5,0,3,0.2,1,0.33,10,1,9,17.97,15.13,4111.99,64,228.44,271.87,2,9,0.06,22,42,8,11,51,75,15,0
2,3,0,2,0.29,1,0.5,6,1,6,9.34,6.67,415.13,18,23.06,62.27,1,6,0.14,5,13,3,8,14,40,7,0
3,3,0,2,0.2,1,0.5,6,1,10,15.95,12.67,2559.26,46,142.18,202.05,1,6,0.13,19,27,9,12,15,0,10,0
5,1,3,1,0.11,1,1,5,1,9,24.05,11.82,3359.53,62,186.64,284.27,0,6,0.05,20,42,11,13,19,25,9,0
1,7,2,4,0.36,4,1,16,1,11,24.43,13.09,4186.77,74,232.6,319.82,0,14,0.31,32,42,11,9,13,0,11,0
3,1,1,1,0.25,1,1,2,1,3,15.36,3.5,188.21,15,10.46,53.77,0,3,0.09,5,10,5,7,11,50,4,1
1,6,3,4,0.11,4,1,15,1,35,26.83,23.21,14452.4,117,802.91,622.67,0,13,0.11,42,75,19,21,38,2.78,35,0
3,1,0,1,0.25,1,1,1,1,3,16.5,2,66,11,3.67,33,0,2,0.1,4,7,4,4,10,25,4,1
0,7,0,4,1,1,0.25,15,1,0,0,0,0,0,0,0,0,13,0.33,0,0,0,0,12,0,0,0
5,1,0,1,0.17,1,1,1,1,6,17.13,6,616.79,27,34.27,102.8,0,2,0.07,9,18,6,8,14,14.29,6,0
16,9,6,5,0.16,2,0.4,23,1,32,41.51,18.85,14745.1,147,819.17,782.32,4,20,0.08,51,96,23,17,62,27.27,32,0
6,3,0,2,0.4,1,0.5,6,1,5,14.4,3,129.56,13,7.2,43.19,1,6,0.11,4,9,4,6,18,50,5,0
0,3,0,2,1,1,0.5,6,1,0,13.29,3,119.59,12,6.64,39.86,0,6,2,4,8,4,6,1,0,0,0
1,3,0,2,0.5,1,0.5,6,1,4,12.11,6.42,498.63,21,27.7,77.71,1,6,0.18,11,10,6,7,11,0,4,0
1,9,1,5,0.31,2,0.4,16,1,13,9.46,31.42,9341.9,70,518.99,297.35,4,13,0.25,29,41,6,13,20,23.53,16,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
2,5,1,3,0.38,2,0.67,9,1,8,11.16,14.08,2213.52,37,122.97,157.17,0,8,0.27,13,24,6,13,11,0,8,0
24,43,2,22,0.18,10,0.45,73,14,101,54.01,45.5,111805.63,416,6211.42,2457.27,21,53,0.12,169,247,39,21,184,35.67,119,0
1,3,2,2,0.25,2,1,6,1,8,19.98,10.23,2091.78,43,116.21,204.46,1,6,0.18,19,24,13,14,11,0,8,0
5,1,1,1,0.1,1,1,3,1,10,19.66,9.6,1811.74,51,100.65,188.72,0,4,0.05,12,39,5,8,20,23.08,10,0
5,1,1,1,0.14,1,1,2,1,7,17.36,6.75,791.15,30,43.95,117.21,0,3,0.07,9,21,6,9,15,12.5,7,0
4,3,1,2,0.2,2,1,5,1,9,11.2,8,716.99,25,39.83,89.62,1,5,0.12,8,17,4,8,17,18.18,10,1
0,5,0,3,0.5,1,0.33,9,1,6,15.36,4.9,368.89,21,20.49,75.28,0,8,0.43,7,14,5,7,7,0,6,0
2,3,0,2,0.33,1,0.5,6,1,6,14.04,2,56.15,10,3.12,28.07,1,6,0.2,3,7,3,4,10,0,6,0
6,45,11,23,0.35,19,0.83,108,19,64,45.49,45.94,95998.42,347,5333.25,2089.76,0,87,0.29,147,200,40,25,78,9.86,66,0
2,13,3,7,0.58,7,1,29,4,12,14.49,27.82,11216.64,83,623.15,403.21,0,24,0.44,34,49,11,18,16,7.69,12,0
13,1,6,1,0.13,1,1,7,1,7,29.83,3.89,451.11,29,25.06,116,0,8,0.03,10,19,9,7,29,50,8,1
1,7,0,4,0.31,1,0.25,12,3,12,14.06,11.92,1997.07,41,110.95,167.59,3,10,0.24,13,28,6,11,17,14.29,13,0
2,1,0,1,0.5,1,1,1,1,2,12.5,5.63,395.48,19,21.97,70.31,1,2,0.14,5,14,4,9,7,0,2,0
5,1,2,1,0.14,1,1,3,1,7,23.5,5.5,710.97,31,39.5,129.27,0,4,0.07,11,20,9,9,15,12.5,7,0
2,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,2,10,0.21,9,25,6,10,14,0,6,0
0,1,0,1,0.5,1,1,1,1,2,15.36,3.5,188.21,15,10.46,53.77,0,2,0.25,5,10,5,7,4,0,2,0
3,1,0,1,0.04,1,1,1,1,23,52.34,13.11,8997.69,146,499.87,686.26,0,2,0.03,59,87,18,8,30,8,24,1
3,7,3,4,0.5,3,0.75,16,1,8,20,10.21,2087.05,49,115.95,204.33,3,14,0.24,13,36,7,11,17,0,8,0
0,1,0,1,0.08,1,1,1,1,12,7.87,22,3810.23,67,211.68,173.19,0,2,0.07,22,45,2,4,14,0,12,0
3,9,2,5,0.26,2,0.4,23,3,19,21.59,15,4857.82,66,269.88,323.85,0,20,0.12,30,36,15,15,43,0,19,0
5,5,1,3,0.25,1,0.33,10,1,2,20.67,7.94,1304.74,38,72.49,164.23,2,9,0.13,13,25,9,11,23,87.5,12,1
1,5,1,3,0.43,2,0.67,9,3,7,12.97,4.8,298.89,18,16.61,62.27,0,8,0.33,8,10,5,6,9,0,7,0
2,1,1,1,0.5,1,1,2,1,2,16.92,3.5,207.22,16,11.51,59.21,0,3,0.2,6,10,6,7,5,0,2,0
0,3,1,2,0.22,1,0.5,7,1,5,7.45,31.17,7238.42,61,402.13,232.25,1,7,0.13,17,44,3,11,15,61.54,9,0
5,19,2,10,0.5,6,0.6,39,1,20,24.97,22.95,13151.27,110,730.63,573.04,0,31,0.38,54,56,20,17,26,0,20,0
11,7,2,4,0.15,2,0.5,15,1,26,24.57,14.73,5329.58,80,296.09,361.88,3,13,0.09,27,53,11,12,46,21.21,26,0
0,1,3,1,0.25,1,1,4,1,4,18.6,2.5,116.27,14,6.46,46.51,0,5,0.17,5,9,5,5,6,0,4,0
1,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.23,9,25,6,10,13,0,6,0
24,13,7,7,0.21,6,0.86,31,3,32,25.63,31.35,25188.32,149,1399.35,803.46,6,26,0.08,57,92,20,22,92,45.76,34,0
2,1,1,1,0.14,1,1,2,1,7,17.94,6.75,817.52,31,45.42,121.11,0,3,0.09,9,22,6,9,11,0,7,0
41,1,0,1,0.01,1,1,1,1,96,372.88,16.94,107059.51,918,5947.75,6318.27,0,2,0.01,366,552,108,10,158,16.52,105,0
1,3,0,2,0.11,1,0.5,7,1,19,14.66,45.5,30339.54,186,1685.53,666.8,1,7,0.09,65,121,5,7,22,0,19,0
9,7,1,4,0.21,2,0.5,13,1,19,11.75,19.5,4466.71,53,248.15,229.06,3,11,0.13,13,40,5,15,30,0,19,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
12,3,4,2,0.06,1,0.5,9,1,31,61.82,14.2,12472.53,165,692.92,878.12,1,9,0.04,59,106,27,13,51,16.21,32,0
1,3,0,2,0.5,1,0.5,5,1,4,12.18,3,109.62,11,6.09,36.54,1,5,0.29,4,7,4,6,7,0,4,0
3,7,2,4,0.5,3,0.75,16,1,8,17.72,10.83,2080,48,115.56,192,3,14,0.24,13,35,6,10,17,0,8,0
7,5,0,3,0.13,1,0.33,13,1,23,28.18,21.82,13416.53,140,745.36,614.92,2,12,0.08,48,92,11,10,36,14.81,23,0
0,3,0,2,1,1,0.5,6,1,0,9.51,4,152.16,12,8.45,38.04,0,6,2,4,8,3,6,1,0,0,0
1,3,1,2,0.5,1,0.5,6,1,4,16.07,4.5,325.53,19,18.08,72.34,1,6,0.18,5,14,5,9,11,0,4,0
2,5,3,3,0.27,3,1,10,1,11,18.35,8.33,1274.38,36,70.8,152.93,0,9,0.21,15,21,9,10,14,0,11,0
7,3,0,2,0.25,1,0.5,5,1,7,11.47,8.75,877.83,29,48.77,100.32,1,5,0.12,10,19,4,7,17,12.5,8,0
0,31,5,16,0.33,15,0.94,76,1,48,32.38,34.36,38239.73,246,2124.43,1112.8,0,62,0.3,63,183,11,12,54,0,48,0
1,1,0,1,0.1,1,1,1,1,10,20.35,8.44,1448.49,42,80.47,171.67,0,2,0.08,15,27,8,9,12,0,10,0
4,3,0,2,0.33,1,0.5,7,1,6,11.53,10.5,1271.69,31,70.65,121.11,1,7,0.17,14,17,6,9,12,0,6,0
7,5,0,4,0.21,1,0.25,10,1,19,22.54,9.78,2155.2,51,119.73,220.42,0,8,0.13,16,35,9,11,30,9.52,19,0
0,3,0,2,0.4,1,0.5,6,1,5,6,6,216,12,12,36,1,6,0.29,4,8,2,6,7,0,5,0
1,3,4,2,0.2,2,1,10,1,10,20.81,9,1685.67,42,93.65,187.3,0,10,0.17,18,24,11,11,12,0,10,0
2,1,1,1,0.25,1,1,2,1,4,6.74,3.75,94.75,9,5.26,25.27,0,3,0.11,3,6,2,5,9,20,4,0
22,15,9,8,0.22,5,0.63,35,1,32,43.42,14.61,9265.54,120,514.75,634.25,7,29,0.11,42,78,23,16,71,31.91,36,1
0,13,2,7,1,5,0.71,24,6,0,0,0,0,0,0,0,0,19,0.44,0,0,0,0,16,0,0,0
22,19,0,10,0.14,1,0.1,39,5,63,26.57,33.75,30263.95,181,1681.33,896.71,9,31,0.07,72,109,16,15,136,43.24,72,0
4,11,1,6,0.17,2,0.33,21,1,36,24.08,19.59,9246.17,92,513.67,471.89,5,17,0.14,33,59,16,19,43,0,36,0
0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0
34,5,5,3,0.05,3,1,16,1,58,46.28,83.31,321184.78,702,17843.6,3855.28,2,15,0.03,302,400,29,16,117,28.4,62,0
1,1,1,1,0.2,1,1,3,1,5,9.88,7,484.32,20,26.91,69.19,0,4,0.13,8,12,4,7,8,0,5,0
8,1,0,1,0.07,1,1,1,1,15,6.55,28,5138.91,71,285.49,183.53,0,2,0.03,28,43,2,4,30,28.57,15,0
5,7,2,4,0.36,2,0.5,15,1,10,19.92,15,4481.73,67,248.98,298.78,3,13,0.18,25,42,10,12,22,33.33,11,0
2,3,1,2,0.29,2,1,5,1,7,17.79,5.63,562.94,24,31.27,100.08,0,5,0.18,9,15,8,10,11,12.5,7,0
25,16,8,11,0.17,9,0.82,33,1,53,34.84,35,42678.84,197,2371.05,1219.4,4,24,0.11,76,121,38,35,102,29.33,66,1
39,9,2,5,0.22,2,0.4,19,1,18,27.16,17,7847.8,90,435.99,461.64,4,16,0.06,36,54,18,17,84,59.09,23,0
0,5,1,3,0.18,1,0.33,9,1,17,17.05,11.25,2157.94,46,119.89,191.82,2,8,0.14,18,28,8,10,21,0,17,1
29,15,4,9,0.23,6,0.67,31,5,35,27.83,25.26,17758.95,133,986.61,702.96,4,24,0.1,48,85,19,20,89,32.68,39,0
30,7,1,4,0.22,2,0.5,15,1,14,18.36,15.27,4283.4,62,237.97,280.46,3,13,0.05,28,34,11,12,75,62.16,18,0
2,1,1,1,0.33,1,1,2,1,3,10.8,2.5,67.5,9,3.75,27,0,3,0.13,3,6,3,5,8,25,3,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
1,1,0,1,0.08,1,1,1,1,12,5.92,27.5,4477.73,58,248.76,162.83,0,2,0.06,22,36,2,5,18,20,12,0
1,7,1,4,0.44,3,0.75,16,1,9,8.42,24,4849.12,46,269.4,202.05,0,14,0.33,15,31,5,16,12,0,9,0
9,13,3,7,0.23,4,0.57,30,4,27,32.56,15,7325.95,96,407,488.4,6,25,0.17,38,58,19,15,42,12.9,30,0
2,3,1,2,0.29,2,1,6,1,7,10.79,7.2,559.51,21,31.08,77.71,1,6,0.18,9,12,5,8,11,0,7,0
1,9,2,5,0.42,4,0.8,21,1,12,17.51,14.17,3513.33,62,195.19,248,0,18,0.33,17,45,6,10,15,0,12,0
3,3,0,2,0.25,1,0.5,6,1,8,9.64,9.6,888.11,25,49.34,92.51,1,6,0.14,12,13,5,8,14,0,8,0
4,1,0,1,0.33,1,1,1,1,3,11,3,99,11,5.5,33,0,2,0.06,2,9,2,6,16,70,3,0
9,25,8,13,0.22,13,1,84,1,60,68.34,30.72,64501.75,372,3583.43,2099.51,0,73,0.18,158,214,36,14,74,4.76,60,0
1,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.23,9,25,6,10,13,0,6,0
0,1,0,1,0.5,1,1,1,1,2,5.33,1.5,12,4,0.67,8,0,2,0.2,1,3,1,3,5,0,2,0
1,5,5,3,0.27,3,1,14,3,11,27.63,5.32,781.48,34,43.42,146.95,0,13,0.2,13,21,11,9,15,8.33,11,0
1,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.23,9,25,6,10,13,0,6,0
6,3,1,2,0.15,2,1,5,1,12,18.1,9.63,1676.34,41,93.13,174.17,1,5,0.08,14,27,8,11,25,29.41,13,1
6,5,2,3,0.33,3,1,10,1,9,24.93,11.5,3297.36,61,183.19,286.73,2,9,0.18,23,38,13,13,17,0,9,0
12,1,7,1,0.07,1,1,11,1,14,55.91,4.95,1371.34,57,76.19,276.9,0,12,0.02,26,31,21,8,49,60,14,0
0,1,0,1,0.5,1,1,1,1,2,7.75,2,31.02,6,1.72,15.51,0,2,0.25,2,4,2,4,4,0,2,0
4,1,0,1,0.09,1,1,1,1,11,20.15,15.43,4795.77,84,266.43,310.84,0,2,0.05,36,48,7,6,20,0,11,0
0,1,1,1,0.25,1,1,2,1,4,12.55,4,200.76,14,11.15,50.19,0,3,0.2,4,10,4,8,5,0,4,0
15,15,3,9,0.3,6,0.67,32,1,30,18.12,36.75,24470.36,132,1359.46,665.86,5,25,0.15,42,90,12,21,60,0,30,0
0,1,1,1,0.5,1,1,2,1,1,5.33,1.5,12,4,0.67,8,0,3,0.2,1,3,1,3,5,50,2,0
1,1,0,1,0.5,1,1,1,1,2,9.83,2,39.3,7,2.18,19.65,0,2,0.2,3,4,3,4,5,0,2,0
1,11,1,6,0.26,2,0.33,25,5,23,20.3,22,9823.92,95,545.77,446.54,0,21,0.24,44,51,13,13,25,0,23,0
1,1,0,1,0.5,1,1,1,1,2,7.74,1.5,17.41,5,0.97,11.61,0,2,0.2,2,3,2,3,5,0,2,0
5,1,0,1,0.2,1,1,1,1,5,5.8,2,23.22,5,1.29,11.61,0,2,0.04,1,4,1,4,26,75,5,0
2,1,1,1,0.5,1,1,2,1,2,7.74,1.5,17.41,5,0.97,11.61,0,3,0.17,2,3,2,3,6,0,2,0
7,1,1,1,0.33,1,1,2,1,3,9.05,2,36.19,7,2,18.09,0,3,0.03,2,5,2,4,30,86.36,3,0
1,19,10,13,0.3,9,0.69,51,3,43,49.68,20.72,21334.26,175,1185.24,1029.46,0,40,0.29,75,100,38,21,45,0,43,0
2,9,2,5,0.5,4,0.8,21,1,10,17.51,14.17,3513.33,62,195.19,248,0,18,0.28,17,45,6,10,18,0,10,0
14,5,4,3,0.18,2,0.67,12,3,13,24.09,16.5,6558.06,81,364.34,397.46,2,11,0.06,33,48,15,15,51,63.89,17,0
13,26,4,14,0.3,11,0.79,59,7,45,31.37,40.5,51461.36,216,2858.96,1270.65,0,47,0.23,96,120,32,27,61,4.26,46,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
1,5,2,3,0.25,3,1,10,3,12,18.7,10.4,2022.94,43,112.39,194.51,0,9,0.2,16,27,10,13,15,7.69,12,0
11,13,4,7,0.32,4,0.57,23,1,21,48.64,9.91,4779.6,94,265.53,482.15,6,18,0.18,38,56,23,12,38,16,22,1
3,1,0,1,0.25,1,1,1,1,4,14,3,126,14,7,42,0,2,0.11,6,8,4,4,9,0,4,0
12,25,5,1,0.04,1,1,62,1,28,25.46,32.5,26888.89,174,1493.83,827.35,12,51,0.02,52,122,12,15,46,0,28,0
0,5,2,3,1,3,1,10,3,3,12.61,6.75,574.49,23,31.92,85.11,0,9,0.6,6,17,4,9,5,0,3,0
0,1,1,1,0.2,1,1,2,1,5,8.51,8,544.91,19,30.27,68.11,0,3,0.14,8,11,4,8,7,0,5,0
20,11,3,7,0.13,5,0.71,24,4,31,66.27,30.44,61416.25,335,3412.01,2017.49,3,19,0.08,119,216,43,22,87,52.31,55,1
1,1,1,1,0.2,1,1,2,1,5,13.32,3.5,163.12,13,9.06,46.6,0,3,0.13,5,8,5,7,8,0,5,0
16,3,2,2,0.11,2,1,7,1,16,18.96,13.64,3525.33,55,195.85,258.51,1,7,0.03,20,35,11,15,61,63.64,19,0
13,18,7,10,0.16,8,0.8,43,1,44,41.18,29.46,35752.82,215,1986.27,1213.43,7,35,0.12,75,140,28,22,84,36.23,62,1
11,1,1,1,0.06,1,1,2,1,17,21.63,16,5537.66,83,307.65,346.1,0,3,0.03,40,43,10,8,34,19.05,17,0
0,7,3,4,1,3,0.75,16,1,0,0,0,0,0,0,0,0,14,0.09,0,0,0,0,44,0,0,0
11,11,12,6,0.23,6,1,37,5,25,46.25,14.27,9416.54,124,523.14,659.92,0,33,0.15,53,71,26,14,39,3.85,26,0
19,15,1,8,0.12,5,0.63,31,8,60,41.36,32,42352.03,256,2352.89,1323.5,7,25,0.08,80,176,20,16,98,22.08,66,1
1,19,3,10,0.48,9,0.9,46,1,21,24.5,26,16559.04,145,919.95,636.89,0,38,0.36,39,106,9,12,28,0,21,0
