numberOfNonTrivialBugsFoundUntil:,CvsEntropy,ck_oo_wmc,CvsLogEntropy,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,ck_oo_lcom,ck_oo_rfc,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,WCHU_cbo,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,class
1,3.17351,3,9.13106,1,10,2,1,0,1,4,1,0,0,2,0,0,0,3,0,2,1
8,19.8327,16,9.64115,6,61,15,1,4,105,30,7,0,6,16,6,1.01,2.02,19,9,14,1
11,15.661,6,0.408218,4,23,2,2,0,1,15,4,0,1,11,1,2.02,2.02,23,11,2,1
4,8.95891,3,9.32594,2,19,2,1,1,1,12,2,0,2,6,1,0,0,11,0,2,1
23,9.03923,108,0.255373,11,505,61,2,15,1830,223,23,6.57,29,0,20,5.12,1.02,25,10,43,1
1,4.10346,4,9.18766,4,33,4,1,3,6,9,7,1.01,1,1,0,1.02,1.01,4,9,2,1
17,14.4362,48,0.37333,4,228,8,1,1,28,65,5,3.56,9,17,9,2.08,4.13,29,51,7,1
1,3.32672,5,9.15394,5,15,3,3,1,3,15,6,1.09,0,4,0,1.02,3.04,5,37,3,1
1,3.26838,18,9.16383,2,51,5,1,38,10,12,40,0,2,3,2,11.21,1.01,3,9,5,1
1,6.45512,25,0.209384,2,63,10,2,4,45,23,6,0,5,3,5,1.02,2.06,4,37,10,1
2,6.31013,14,9.29392,5,72,6,1,2,15,32,6,0,5,4,5,1.01,1.01,8,9,4,0
1,0,1,0,0,3,1,1,0,0,2,0,0,86,0,1,0,0,2,0,1,1
3,11.6827,21,9.43398,8,77,6,1,3,15,37,11,2.03,12,8,10,7.07,2.02,13,9,4,1
4,6.61084,20,9.24227,7,65,15,2,4,105,32,10,0,5,3,5,0,2.02,9,17,14,1
2,5.63443,24,9.25922,7,88,19,1,22,171,41,28,2.06,6,4,5,8.17,0,6,0,12,0
0,0,26,0,3,161,11,1,3,55,43,6,1.01,3,1,3,0,2.02,3,10,6,1
1,1.84703,12,9.09329,5,43,7,2,0,21,24,5,1.01,6,3,6,1.01,1.01,3,16,7,1
9,18.2473,16,9.64369,7,70,10,1,4,45,39,10,2.12,8,12,8,8.09,2.02,21,9,9,1
2,3.7967,9,9.14904,2,31,7,2,1,21,10,3,0,1,3,1,0,2.02,4,17,6,1
1,0,14,0,0,45,6,1,1,15,12,1,0,6,0,6,0,0,1,9,6,1
1,1.84703,11,9.09329,1,36,9,1,0,36,17,1,0,5,3,5,0,0,3,0,8,1
4,1.49003,2,0.121386,0,6,2,1,3,1,3,3,0,1,0,0,0,0,4,0,2,1
3,3.08906,24,9.15957,31,194,10,1,18,45,119,49,2.56,5,4,3,4.12,1.01,7,9,10,0
5,9.60215,9,9.36507,4,23,3,1,1,3,15,5,0,2,7,1,0,4.13,12,51,3,1
1,0,9,0,4,30,3,1,2,3,9,6,0,0,1,0,0,0,1,0,3,1
0,0,4,0,0,3,2,1,2,1,2,2,0,0,0,0,0,0,1,9,2,1
8,20.7074,12,9.65957,6,107,7,2,1,21,41,7,2.07,2,15,2,4.04,4.04,23,17,6,1
1,0,3,0,0,17,3,1,1,3,12,1,0,2,0,2,0,2.04,1,56,3,1
0,5.39384,7,9.23473,2,31,2,2,1,1,8,3,2.03,2,2,2,1.01,1.03,6,6,2,0
0,0,3,0,0,10,2,1,0,1,5,0,0,2,1,2,4.04,3.05,1,25,2,1
2,4.58293,3,9.17116,0,12,3,1,3,3,4,3,0,2,3,2,2.02,2.04,4,18,2,1
0,0,5,0,2,17,3,2,2,3,6,4,0,1,0,1,0,0,1,10,3,1
3,4.154,90,0.098652,8,335,18,1,0,153,135,8,1.03,18,4,18,3.04,2.02,5,9,13,1
4,8.37225,2,9.31216,0,15,2,1,1,1,5,1,0,0,4,0,0,0,10,0,2,1
1,4.15475,17,9.19857,7,86,5,2,1,10,49,8,2.26,0,2,0,1.01,1.01,7,12,4,0
7,7.5628,3,9.35224,5,17,3,1,2,3,13,7,0,3,9,3,1.02,0,13,0,3,1
3,1.49003,25,0.121386,12,103,4,3,1,6,48,13,0,5,0,2,1.01,1.1,4,43,4,1
11,26.7278,22,9.80389,11,98,8,2,0,28,46,11,3.09,1,17,1,4.04,2.02,27,16,8,1
1,0,1,0,0,3,1,1,0,0,2,0,0,11,0,1,0,0,2,0,1,1
2,5.5048,5,9.21892,2,36,2,1,0,1,10,2,0,0,2,0,0,0,5,0,2,1
2,4.56874,54,9.22022,6,404,22,1,3,231,86,9,0,20,3,19,2.03,0,7,0,9,0
0,4.94923,26,0.15677,2,97,19,2,1,171,40,3,2.18,7,1,7,2.05,1.38,2,2,19,1
3,1.49003,3,0.121386,0,9,4,2,1,6,5,1,0,0,0,0,1.01,1.1,3,22,1,1
5,1.49003,6,0.121386,3,23,6,2,2,15,10,4,0,5,0,4,1.01,1.1,5,22,1,1
0,0,6,0,7,29,3,2,1,3,16,8,0,0,0,0,0,0,1,11,2,1
1,0,2,0,1,9,2,1,1,1,3,2,0,2,0,2,0,0,1,9,1,0
0,0,1,0,0,3,1,1,0,0,2,0,0,3,0,1,0,0,1,9,1,1
7,13.1661,32,9.47561,4,125,18,1,1,153,55,4,6.22,3,10,3,2.02,6.12,19,13,14,1
1,0,10,0,4,98,4,1,1,6,34,5,1.09,0,2,0,1.01,0,3,9,4,1
2,1.84703,0,9.09329,0,0,0,1,0,0,0,0,0,6,3,1,0,0,4,0,0,1
1,0,30,0,14,173,15,1,2,105,103,16,0,3,1,3,0,0,1,9,10,1
2,3.33706,18,9.21468,0,121,9,1,3,36,23,3,2.08,2,1,2,0,1.01,4,9,5,1
6,5.23505,5,9.26204,14,80,4,1,7,6,42,21,3.18,4,8,4,5.12,1.01,12,9,4,1
16,23.9028,12,9.78508,10,70,7,1,3,21,37,12,7.51,1,26,1,4.05,0,37,0,5,1
2,0,3,0,1,9,4,2,1,6,5,2,0,1,0,1,0,1.1,3,22,1,1
1,1.84703,7,9.09329,0,18,2,1,1,1,8,1,0,0,1,0,0,1.01,2,9,2,1
1,3.37801,53,9.16485,15,672,17,2,8,136,197,23,1.24,10,4,1,2.06,1.1,4,95,1,1
1,0,1,0,0,2,1,1,0,0,1,0,0,27,1,1,0,0,1,0,0,0
4,11.8411,31,9.45212,17,143,12,1,4,66,71,19,2.05,7,10,7,4.07,2.02,15,9,10,1
3,4.7898,10,9.21441,7,46,7,1,1,21,24,8,1.02,1,3,0,1.03,1.01,6,9,7,1
4,5.25012,7,9.20025,3,34,4,1,0,6,19,3,0,9,5,4,1.01,2.02,6,9,1,1
21,27.6351,35,9.90384,11,140,13,2,7,78,66,18,11.89,0,26,0,9.14,3.03,47,10,7,0
18,24.5718,53,9.78409,16,164,7,1,3,21,59,18,1.02,4,18,4,2.03,0,41,0,5,1
0,0,8,0,6,37,3,1,0,3,21,6,0,1,0,1,0,0,1,9,3,1
1,1.84703,4,9.09329,4,10,3,3,0,3,7,4,0,0,2,0,0,1.01,3,23,3,1
1,3.37801,4,9.16485,0,13,4,1,1,6,6,1,1.06,2,2,2,2.05,1.01,4,9,4,0
1,0,1,0,1,3,1,3,0,0,2,1,0,0,0,0,0,0,2,14,0,1
0,0,96,0,8,294,8,1,7,28,116,15,0,10,1,10,0,1.01,1,9,5,1
4,15.8896,9,9.52404,3,68,4,1,1,6,21,4,0,1,9,0,3.03,2.02,13,9,4,1
3,5.57658,26,0.133843,2,95,5,2,0,10,17,2,0,1,2,1,0,2.02,4,12,2,1
1,0,8,0,2,25,6,2,1,15,10,3,0,1,1,1,0,2.02,1,15,6,1
1,0,5,0,1,24,5,1,3,10,14,4,0,1,0,0,0,0,1,9,3,1
6,9.76545,2,9.35639,1,7,2,4,1,1,3,2,0,1,7,0,2.02,8.51,9,75,2,1
0,0,10,0,2,71,7,1,1,21,30,3,0,1,0,1,0,0,1,9,7,1
1,0,15,0,6,75,9,1,4,36,31,10,0,5,1,3,0,0,1,0,9,0
7,8.88046,31,9.47878,8,110,15,1,15,105,64,23,6.48,5,9,4,6.08,1.01,16,9,4,1
22,24.0455,72,9.87622,20,405,15,1,0,105,151,20,9.87,14,20,13,9.16,0,50,0,6,0
0,6.72981,13,9.2609,3,61,7,1,1,21,17,4,0,1,6,1,2.02,2.02,7,9,6,1
4,1.49003,3,0.121386,0,9,4,2,1,6,5,1,0,0,0,0,2.02,1.1,4,22,1,1
5,11.2302,23,9.5282,13,128,8,2,0,28,74,13,5.62,3,7,3,5.15,3.08,13,19,4,0
4,1.49003,3,0.121386,2,12,4,2,1,6,6,3,0,3,0,0,0,1.1,4,22,1,1
1,0,3,0,2,31,3,2,2,3,11,4,0,1,0,1,0,0,1,10,2,1
4,5.94514,12,9.22122,0,40,7,1,3,21,10,3,0,3,5,3,1.03,3.29,7,9,7,1
1,0.891381,5,8.95641,4,18,3,2,1,3,9,5,1.27,1,3,1,2.04,1.09,3,18,2,1
1,0,3,0,4,9,4,1,1,6,9,5,1.01,0,1,0,1.01,0,2,12,4,1
1,3.33514,10,9.15563,4,50,4,1,0,6,18,4,0,4,3,4,1.01,0,4,0,2,1
1,1.84703,1,9.09329,0,3,1,1,0,0,1,0,0,1,2,1,0,2.03,2,25,1,1
7,5.63443,8,9.25922,14,61,5,3,1,10,33,15,4.1,8,10,8,4.05,0,15,10,3,0
4,9.11704,9,9.38566,10,55,4,1,0,6,36,10,4.13,1,11,0,8.13,0,15,0,3,1
0,0,5,0,0,17,4,1,2,6,8,2,0,2,0,1,0,0,1,9,3,1
2,2.73589,33,0.077865,3,127,13,1,0,78,83,3,2.38,4,0,0,1.01,3.66,2,66,8,1
3,4.58293,3,9.17116,0,9,3,1,6,3,4,6,0,2,3,2,3.04,2.04,5,18,2,1
1,0,2,0,1,9,2,1,1,1,3,2,0,2,0,2,0,0,1,9,1,1
3,1.49003,3,0.121386,1,9,4,2,1,6,5,2,0,0,0,0,1.01,1.1,3,22,1,1
4,8.4307,14,9.35891,4,112,12,1,5,66,31,9,3.27,9,8,9,4.14,0,11,0,9,1
1,0,5,0,5,16,2,2,1,1,11,6,1.01,1,0,1,1.01,1.01,1,11,2,1
0,3.17351,4,9.13106,0,12,4,4,1,6,4,1,0,2,2,0,1.01,4.09,3,47,2,1
2,5.9125,2,9.20801,0,11,2,1,1,1,4,1,1.01,1,2,0,1.02,0,6,0,2,1
3,5.98972,7,9.2213,0,27,7,1,8,21,8,8,0,6,4,6,3.03,2.04,5,18,6,1
5,16.8316,26,9.51312,8,89,11,1,5,55,39,13,0,7,5,7,1.01,2.02,11,9,11,1
10,9.66489,24,9.41501,13,201,6,2,0,15,53,13,4.17,8,14,8,3.05,3.08,21,19,2,0
2,6.78109,3,9.27181,0,10,3,1,3,3,3,3,0,2,4,2,0,2.02,5,11,3,1
0,11.6064,7,9.44053,3,24,6,1,1,15,14,4,1.02,3,7,2,4.04,3.48,11,0,4,1
3,1.49003,3,0.121386,1,9,4,2,1,6,5,2,0,0,0,0,1.01,1.1,3,22,1,0
2,3.26838,0,9.16383,0,0,0,1,0,0,0,0,0,1,3,0,0,1.01,6,9,0,1
1,0,1,0,0,3,1,1,0,0,2,0,0,22,0,1,0,0,2,0,1,1
1,0,1,0,1,3,1,3,0,0,3,1,0,0,0,0,1.01,1.01,2,21,1,1
1,4.76607,8,9.20515,1,22,4,1,0,6,9,1,0,3,1,3,0,0,4,0,4,1
5,11.1128,4,9.401,4,27,2,1,4,1,12,8,0,0,6,0,1.01,2.02,10,9,2,1
13,8.52672,101,9.45586,19,602,26,1,10,325,135,28,3.35,1,6,1,4.06,2.02,18,9,14,1
9,7.5628,16,9.35224,11,109,7,2,1,21,52,12,3.13,6,9,6,6.06,1.02,16,3,5,1
24,15.0666,111,9.65327,19,560,56,1,37,1540,302,56,15.27,15,29,15,20.37,4.15,46,22,51,1
5,10.799,25,9.35283,4,68,5,1,1,10,21,5,1.07,3,7,2,2.05,3.09,11,9,3,0
8,8.07677,13,9.38414,6,116,4,1,1,6,25,7,2.04,4,9,4,5.06,0,15,0,3,1
3,7.87707,6,9.25543,1,28,3,1,0,3,10,1,0,0,2,0,0,2.02,5,9,3,1
10,18.0235,15,9.60027,6,74,8,1,0,28,33,6,6.13,5,10,1,1.02,2.02,20,9,4,1
3,1.49003,9,0.121386,5,29,5,2,1,10,21,6,0,1,0,1,1.01,1.01,3,19,4,1
1,0,2,0,1,9,2,1,0,1,3,1,0,2,0,2,0,0,1,9,1,0
0,1.84703,3,9.09329,2,13,1,2,0,0,9,2,0,0,1,0,0,0,3,1,0,1
4,3.33706,15,9.21468,13,69,9,4,1,36,39,13,0,5,0,4,1.01,1.1,4,45,7,1
2,1.84703,159,9.09329,30,1346,23,3,2,253,475,32,1.12,55,3,30,3.03,0,6,14,8,0
1,3.26838,5,9.16383,2,20,4,3,0,6,11,2,0,0,3,0,4.09,1.01,3,32,4,1
1,3.32672,1,9.15394,1,3,2,1,7,1,3,8,0,0,2,0,3.06,2.02,3,9,2,1
2,5.36391,38,0.137225,2,146,37,2,13,666,51,15,0,14,0,2,2.02,2.02,2,18,37,1
3,1.49003,4,0.121386,1,13,4,2,2,6,5,3,0,2,0,2,2.02,1.1,3,22,1,1
1,1.45219,1,0.040996,0,4,1,1,0,0,1,0,0,2,0,0,0,2.02,1,10,1,1
2,4.17741,17,9.19476,5,54,8,1,1,28,26,6,1.01,8,3,1,1.01,0,5,0,2,1
1,6.08461,8,9.30866,5,55,5,1,4,10,24,9,2.06,2,3,1,3.04,0,7,0,3,1
1,0,14,0,1,46,7,1,0,21,19,1,1.01,3,1,2,0,0,3,0,6,1
1,3.37801,20,9.16485,2,62,10,1,4,45,23,6,1.1,9,4,9,1.04,1.02,4,18,10,1
2,11.1073,75,9.42768,17,398,26,3,2,325,180,19,1.01,26,8,25,6.07,2.02,11,26,22,1
1,0,2,0,1,9,2,1,3,1,3,4,0,2,0,2,0,0,1,9,1,0
0,0,1,0,1,4,1,1,1,0,2,2,0,0,0,0,0,0,1,0,1,1
5,3.33706,4,9.21468,0,12,4,2,1,6,5,1,0,1,0,1,1.01,1.1,5,22,1,1
1,3.4091,0,9.16273,0,0,5,1,1,10,5,1,0,3,3,0,0,1.01,4,9,5,1
1,4.58293,12,9.17116,0,36,12,1,3,66,12,3,0,5,3,4,0,2.02,3,9,12,1
4,6.88112,15,9.26995,2,47,7,1,5,21,17,7,1.04,12,5,2,1.05,3.09,9,9,7,1
0,1.84703,4,9.09329,0,15,4,1,1,6,6,1,0,2,1,1,0,0,2,0,4,1
3,2.7212,2,0.067741,2,43,2,1,0,1,13,2,1.01,2,4,2,2.02,3.15,5,0,2,1
3,4.58293,22,9.17116,4,50,8,1,1,28,36,5,0,0,3,0,0,2.02,5,9,8,1
1,0,27,0,8,112,3,2,1,3,40,9,0,3,0,3,0,0,1,14,1,0
5,1.49003,2,0.121386,10,71,1,2,1,0,34,11,1.02,0,0,0,1.01,0,5,4,0,0
2,6.04101,5,9.24835,4,27,5,1,0,10,14,4,1.03,3,6,2,4.04,0,7,0,5,1
3,4.62782,1,9.1668,0,3,1,1,0,0,1,0,0,1,4,1,0,3.05,6,26,1,1
4,5.39677,16,9.26485,8,84,4,2,0,6,53,8,2.11,1,5,1,3.03,1.02,8,19,2,1
2,0,27,0,3,76,7,1,5,21,24,8,1.03,10,0,5,0,0,2,18,5,0
5,5.8908,7,9.25264,3,26,7,2,2,21,17,5,2.12,1,7,1,2.05,7.11,8,31,7,1
1,1.84703,4,9.09329,0,12,4,1,0,6,7,0,0,1,3,1,1.01,1.01,3,9,4,1
1,0,10,0,8,138,6,1,3,15,33,11,0,5,1,5,0,0,1,0,5,0
5,15.882,6,9.528,3,25,2,1,0,1,13,3,3.09,1,9,1,4.05,0,18,0,2,1
2,0,23,0,21,103,18,3,9,153,56,28,1.01,5,1,5,1.02,2.28,3,57,10,1
2,6.61084,8,9.24227,2,29,8,2,4,28,12,5,0,5,3,5,1.01,2.02,7,15,8,1
4,5.27238,23,9.31711,6,172,9,4,1,36,52,7,4.62,3,5,3,4.05,4.07,8,54,5,1
2,0.695021,5,0.020964,3,37,3,1,0,3,21,3,0,2,0,1,0,2.02,2,9,1,1
1,0,5,0,4,41,1,1,0,0,13,4,0,1,0,0,0,2.02,1,9,1,1
2,0.903836,5,0.026954,5,46,1,1,0,0,22,5,0,1,0,0,1.01,2.02,2,9,1,1
1,0,3,0,2,19,1,1,0,0,12,2,0,1,0,0,0,2.02,1,9,1,1
1,0,3,0,2,35,1,1,0,0,13,2,0,1,0,0,0,2.02,1,9,1,1
1,4.61042,4,9.19081,0,11,4,1,1,6,5,1,1.01,0,2,0,1.01,2.09,4,0,4,1
0,0,6,0,6,28,3,1,1,3,15,7,0,3,1,2,0,0,2,0,3,0
9,12.8535,8,9.4582,7,50,3,2,1,3,21,8,6.11,1,12,1,3.03,1.07,25,2,3,1
1,6.31013,26,9.29392,1,109,4,1,7,6,7,8,1.21,0,4,0,3.09,1.01,7,9,4,1
2,0.891381,26,8.95641,8,91,9,1,2,36,53,10,1.02,4,0,4,2.02,0,4,9,5,1
29,33.003,30,10.0299,11,127,10,1,5,45,60,16,8.58,20,28,2,9.16,0,44,0,9,1
4,7.78312,15,9.30245,2,61,6,3,0,15,23,2,1.07,0,7,0,0,4.21,9,28,2,1
1,0,3,0,4,14,3,3,1,3,7,5,0,2,0,2,0,1.1,2,43,3,1
3,7.48906,11,9.31462,5,37,3,2,1,3,22,6,2.05,6,3,6,0,4.15,7,22,3,1
2,4.74807,0,9.22447,0,0,2,1,2,1,2,2,0,0,3,0,0,1.01,3,9,2,1
1,3.65777,2,0.125633,0,10,2,1,1,1,3,1,0,0,4,0,0,0,4,0,2,1
9,6.41309,33,9.35199,3,87,14,1,23,91,49,26,4.59,3,7,2,3.04,1.01,12,9,14,1
1,0,3,0,0,12,3,1,0,3,6,0,0,2,2,2,0,0,2,0,3,1
5,11.6425,4,9.37683,2,35,3,1,1,3,12,3,0,9,9,9,2.02,0,14,0,3,1
3,6.80219,90,0.164922,7,427,39,3,1,741,116,8,0,34,0,22,6.06,2.02,3,70,20,1
1,3.37801,2,9.16485,0,5,3,1,1,3,3,1,0,0,2,0,0,1.01,4,9,3,1
3,10.9647,10,9.3669,6,39,7,1,4,21,21,10,1.02,1,5,1,0,2.02,8,9,6,1
1,6.45512,76,0.209384,4,186,36,2,5,630,84,9,0,18,3,18,1.02,2.06,4,37,36,1
5,9.88815,31,0.252979,8,448,13,1,4,78,73,12,1.01,38,0,26,0,2.02,5,9,4,1
2,5.41944,4,9.26104,1,13,1,2,0,0,8,1,1.05,0,4,0,1.03,1.01,6,2,0,0
1,3.17351,7,9.13106,13,64,3,1,0,3,42,13,0,8,1,8,2.02,2.1,3,45,0,1
3,5.80097,41,0.161968,8,201,5,1,1,10,79,9,1.04,0,0,0,0,2.02,4,9,2,1
2,4.17741,30,9.19476,11,115,6,2,1,15,40,12,0,5,2,5,1.01,1.03,5,6,6,1
2,1.49003,1,0.121386,0,3,1,3,1,0,1,1,0,0,0,0,1.01,2.11,2,28,1,1
13,18.0738,17,9.68671,14,119,9,3,2,36,67,15,7.58,4,19,4,5.11,5.14,27,21,8,1
2,1.49003,2,0.121386,2,12,3,2,0,3,7,2,0,0,0,0,0,0,2,12,2,1
3,1.49003,13,0.121386,6,56,4,2,0,6,31,6,1.01,0,0,0,2.02,0,3,20,2,0
3,3.70756,5,0.103263,1,22,3,1,1,3,5,2,0,2,0,0,0,2.02,5,9,3,1
9,14.6647,12,9.48484,7,56,6,1,4,15,30,11,3.21,4,13,3,3.05,0,22,0,6,0
1,0,2,0,1,9,2,1,2,1,3,3,0,2,0,2,1.01,0,1,9,1,0
1,6.25643,42,0.152432,4,147,13,2,0,78,37,4,0,12,0,1,0,2.02,1,63,3,1
17,15.4586,29,9.55533,18,263,9,1,3,36,71,21,6.73,2,14,2,7.27,0,32,0,4,0
4,8.10274,6,0.207883,0,37,5,1,0,10,7,0,0,4,4,4,1.01,2.02,9,9,5,1
7,19.9302,22,9.76692,8,117,12,2,2,66,47,10,6.23,4,13,4,1.04,3.05,23,26,7,0
4,2.60575,85,0.061953,3,263,8,1,6,28,112,9,0,2,3,2,0,2.02,4,9,2,1
0,3.39209,11,9.15904,3,38,8,1,3,28,18,6,1.02,5,2,3,2.02,1.01,5,9,8,1
1,0,30,0,14,115,8,1,6,28,64,20,1.02,8,0,7,1.01,0,2,9,4,1
1,3.40067,9,9.16104,2,21,4,1,2,6,14,4,0,3,2,3,0,1.01,4,11,4,1
11,12.3984,5,9.49113,5,19,4,2,5,6,18,10,3.15,3,15,2,4.08,4.04,26,17,2,0
13,8.4865,46,9.44205,16,226,28,1,33,378,125,45,4.3,17,18,16,5.15,0,28,0,20,1
5,10.9786,10,9.35234,5,29,7,2,0,21,12,5,1.01,0,7,0,0,2.02,12,16,7,1
6,11.186,31,0.284212,22,328,15,1,0,105,109,22,0,45,0,32,0,2.02,6,9,3,1
3,3.63973,3,0.104819,0,38,2,1,4,1,2,4,0,11,0,0,1.01,2.02,3,9,2,1
0,0,6,0,0,18,2,2,1,1,7,1,0,0,0,0,0,0,1,17,0,1
3,3.37801,7,9.16485,0,95,2,1,0,1,8,0,1.05,5,2,5,0,1.01,6,9,1,1
2,0,35,0,2,107,23,1,1,253,59,3,0,3,0,2,0,0,2,9,22,1
0,0,10,0,0,54,5,1,1,10,20,1,0,2,0,2,0,0,1,9,4,1
0,1.29038,34,0.047075,1,212,19,1,1,171,83,2,0,17,1,17,1.04,0,1,0,3,1
20,16.1003,37,9.60004,21,120,16,2,1,120,80,22,13.61,1,17,1,9.16,8.12,38,31,16,1
1,3.17351,8,9.13106,0,20,8,2,0,28,11,0,0,0,2,0,0,2.02,3,16,5,1
0,0,22,0,6,102,14,1,0,91,54,6,0,4,0,4,0,0,2,13,11,1
1,1.84703,5,9.09329,1,14,4,1,4,6,5,5,0,2,2,2,1.01,1.02,3,18,4,1
1,0,33,0,10,137,9,3,1,36,70,11,0,5,0,3,0,1.1,2,43,4,1
4,1.49003,6,0.121386,2,19,3,2,0,3,9,2,0,1,0,1,0,0,4,12,3,1
3,11.1436,45,9.42108,7,226,11,2,0,55,80,7,5.07,2,10,1,3.03,2.02,13,23,11,1
5,1.49003,32,0.121386,10,115,6,3,1,15,57,11,1.02,5,0,4,2.02,1.1,5,43,4,1
1,3.13741,0,9.14037,0,0,0,1,0,0,0,0,0,1,2,0,0,2.02,4,9,0,1
5,3.83471,126,9.1954,35,553,22,2,1,231,347,36,3.15,2,3,2,1.01,3.03,8,55,14,1
2,2.50133,222,0.065929,62,1090,40,2,5,780,851,65,19.94,12,2,12,10.17,3.04,5,17,16,1
1,0,3,0,3,60,1,1,0,0,14,3,0,0,0,0,0,2.02,1,9,1,1
0,1.84703,3,9.09329,1,9,3,2,0,3,4,1,0,1,2,1,0,2.02,2,19,2,1
6,13.7711,11,9.46442,4,35,11,1,2,55,18,6,1.04,1,10,1,2.02,2.02,17,9,11,1
1,0,2,0,1,9,2,1,1,1,3,2,0,2,0,2,0,0,1,9,1,1
1,1.84703,3,9.09329,1,9,2,1,0,1,3,1,0,0,1,0,0,0,2,0,2,1
4,9.46,4,9.3041,0,21,4,1,4,6,6,4,0,11,3,0,4.04,2.02,8,9,4,1
44,8.88046,127,9.47878,50,829,59,2,36,1711,381,79,13.04,40,40,24,11.39,1.02,72,2,40,0
1,1.75389,11,0.040345,0,329,11,1,1,55,37,1,0,9,5,9,0,0,5,0,3,1
4,5.94514,38,9.22122,5,82,12,1,1,66,38,6,0,6,5,6,1.02,2.04,7,18,12,1
0,0,4,0,1,9,2,1,0,1,3,1,0,1,0,1,0,0,2,18,2,1
5,0.891381,45,8.95641,14,213,10,1,18,45,128,31,3.21,9,0,9,5.11,0,6,0,10,0
1,6.45512,136,0.209384,1,1831,44,2,0,946,398,1,4.76,5,3,4,3.13,3.26,4,46,38,1
0,4.57121,2,9.18643,3,9,2,1,1,1,8,4,0,1,2,1,0,2.02,4,9,2,1
4,5.94514,11,9.22122,1,38,6,4,0,15,10,1,0,3,5,3,1.02,2.1,7,71,6,1
1,0,2,0,1,9,2,1,1,1,3,2,0,2,0,2,0,0,1,9,1,0
0,1.84703,4,9.09329,1,13,1,2,0,0,8,1,0,0,3,0,0,1.01,3,2,0,0
1,1.84703,10,9.09329,9,37,5,2,0,10,17,9,0,1,3,1,1.01,1.01,3,15,5,1
5,5.59876,27,9.2653,6,91,15,1,8,105,52,13,1.06,6,6,6,5.07,1.01,6,9,15,1
1,0,5,0,4,32,3,1,3,3,14,7,0,1,1,1,0,0,1,9,2,0
3,0,3,0,1,9,4,2,1,6,5,2,0,1,0,1,1.01,1.1,3,22,1,0
1,3.95974,2,9.15318,0,3,2,1,1,1,2,1,0,0,3,0,0,0,3,0,2,1
1,0,12,0,8,40,5,2,0,10,23,8,0,0,1,0,0,0,1,17,5,1
3,1.49003,19,0.121386,8,74,6,3,1,15,26,9,0,5,0,4,0,1.1,3,43,6,1
0,0,3,0,3,12,2,2,1,1,7,4,2.02,0,0,0,2.02,0,1,16,1,1
2,3.95974,7,9.15318,2,30,3,1,2,3,11,4,0,0,3,0,0,0,3,0,2,1
2,4.66839,2,9.21193,5,57,2,1,1,1,22,6,0,1,5,1,2.02,0,5,0,1,1
1,4.10346,3,9.18766,1,15,2,1,1,1,6,2,0,2,3,1,0,0,4,0,2,1
3,7.25135,12,9.2655,0,35,12,1,3,66,12,3,2.06,6,5,6,4.04,2.04,8,18,12,1
4,1.49003,16,0.121386,7,65,4,3,1,6,32,8,0,4,0,2,1.01,1.1,4,43,4,1
2,4.17741,25,9.19476,3,78,10,1,1,45,22,4,0,13,2,12,0,0,5,0,10,1
4,1.49003,10,0.121386,9,50,4,3,1,6,27,10,1.01,5,0,4,1.01,1.1,4,43,4,1
5,3.33706,61,9.21468,14,252,12,1,1,66,158,15,2.38,6,0,6,5.06,0,8,9,5,0
1,0,30,0,21,152,8,2,2,28,100,22,0,1,1,1,0,0,1,17,7,0
1,3.32672,24,9.15394,12,137,5,1,3,10,74,15,1.1,0,3,0,1.01,1.01,6,9,4,0
1,0,11,0,5,49,8,4,0,28,21,5,0,3,1,3,0,0,1,21,7,1
3,1.49003,29,0.121386,10,110,8,3,1,28,63,11,0,5,0,4,1.01,1.1,3,43,4,1
4,9.70413,139,9.34611,7,373,6,1,0,15,185,7,4.67,83,8,83,4.05,4.13,11,51,5,0
3,3.95974,2,9.15318,0,6,3,1,0,3,3,0,0,1,3,1,0,2.02,4,9,3,1
0,0,1,0,4,8,1,1,1,0,16,5,0,0,0,0,0,0,1,0,1,1
2,3.91697,0,9.15227,0,0,0,1,0,0,0,0,0,1,3,1,0,2.04,4,18,0,1
2,4.15475,6,9.19857,10,48,6,2,0,15,29,10,2.18,1,6,1,3.04,1.01,7,13,5,1
3,3.26838,6,9.16383,4,23,5,2,0,10,16,4,0,4,3,4,0,1.01,5,14,5,1
1,3.37801,10,9.16485,1,34,10,1,2,45,11,3,0,7,3,7,0,1.02,4,19,10,1
1,1.84703,15,9.09329,7,65,4,2,1,6,44,8,0,1,2,1,1.01,0,3,19,2,1
1,0,5,0,3,17,2,2,0,1,11,3,0,3,1,1,0,0,1,8,0,1
26,30.0505,23,10.0573,12,292,10,4,1,45,93,13,9.73,16,22,16,4.08,8.3,44,78,4,1
2,1.49003,0,0.121386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
5,7.5628,3,9.35224,5,16,3,1,2,3,13,7,0,3,6,3,1.02,0,10,0,3,1
